"",".id","OTU","log2FoldChange","p","padj","Kingdom","Phyla","Class","Order","Family","Genus","Species","Strain","density_min","density_max","sparsity_threshold","sparsity_apply","l2fc_threshold"
"246","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","3eef12286c142030d497dc480cc49332",2.23408488357724,0.210915723269189,0.74287130850564,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","","3eef12286c142030d497dc480cc49332",1.768,1.785,0.25,"all",0.25
"247","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","63413adbe8227f80412e824dffac1f5a",-0.820022184125774,0.999993065624571,1,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured bacterium","uncultured bacterium","63413adbe8227f80412e824dffac1f5a",1.768,1.785,0.25,"all",0.25
"248","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","b86bcfa10c4260f2876ec57733382483",5.89094353814872,0.000244067660356115,0.00194277857643468,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","uncultured bacterium","b86bcfa10c4260f2876ec57733382483",1.768,1.785,0.25,"all",0.25
"249","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","e61c5d15739059361f8ac80a09a88441",0.872997849432551,0.409576204969847,1,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","uncultured Bacteroidetes bacterium","e61c5d15739059361f8ac80a09a88441",1.768,1.785,0.25,"all",0.25
"250","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","f1e34308d952529287ada31976faec95",1.0586707696086,0.00215845117049808,0.0156193375610589,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12","","f1e34308d952529287ada31976faec95",1.768,1.785,0.25,"all",0.25
"251","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","8b1b6b50ee8e9d52ac980948823b441f",2.73155421890885,4.27074089705343e-10,8.09407084298697e-09,"Bacteria","Bacteroidetes","Rhodothermia","Balneolales","Balneolaceae","uncultured bacterium","uncultured bacterium","8b1b6b50ee8e9d52ac980948823b441f",1.768,1.785,0.25,"all",0.25
"252","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","3e5cc4006667756b128e551a166d5861",1.70881060763464,7.57899153948537e-05,0.000655747528851125,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Oceanobacter","","3e5cc4006667756b128e551a166d5861",1.768,1.785,0.25,"all",0.25
"253","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","b93f0c1f2e8178c7ce1d957ab357dd77",7.54745296564376,9.64693097081347e-09,1.42202908384584e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","","b93f0c1f2e8178c7ce1d957ab357dd77",1.768,1.785,0.25,"all",0.25
"254","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","b396df71ff4bad780a6862032851bce5",-0.338842490209941,0.63030082095196,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","uncultured bacterium","b396df71ff4bad780a6862032851bce5",1.768,1.785,0.25,"all",0.25
"255","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","a7d9ac24cf597a17e98e400931d90089",0.334826710836511,0.448535161198544,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","","a7d9ac24cf597a17e98e400931d90089",1.768,1.785,0.25,"all",0.25
"256","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","83c246c4ed456dea2a15d054f16009b3",0.400289959731011,0.364084235614576,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","","83c246c4ed456dea2a15d054f16009b3",1.768,1.785,0.25,"all",0.25
"257","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","7af6ae689696e9ea838fbb88ee9afb78",6.16361192510951,2.24247603115508e-07,2.70456200121128e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Dechloromonas","","7af6ae689696e9ea838fbb88ee9afb78",1.768,1.785,0.25,"all",0.25
"258","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","acc9603a819dc23a606ac6c1b9105b6d",4.07638258578919,3.13417668085327e-76,6.23701159489801e-74,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","","","acc9603a819dc23a606ac6c1b9105b6d",1.768,1.785,0.25,"all",0.25
"259","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","79dd8858e8f7f68455b807ef496bbc24",-6.56670298474663,0.995520503957465,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Aquaspirillaceae","Rivicola","Ambiguous_taxa","79dd8858e8f7f68455b807ef496bbc24",1.768,1.785,0.25,"all",0.25
"260","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","e416d0916760d2fc17b616e2ac3ad855",-5.2950557260162,0.993250039992142,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","","e416d0916760d2fc17b616e2ac3ad855",1.768,1.785,0.25,"all",0.25
"261","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","1e104b993416995498346089f57fd3bf",2.35835599741029,3.05202777604753e-32,2.02451175811153e-30,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilus","","1e104b993416995498346089f57fd3bf",1.768,1.785,0.25,"all",0.25
"262","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","aee83626bf99f96165a5c90cc9511595",0.939572278893054,0.393973306911108,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","aee83626bf99f96165a5c90cc9511595",1.768,1.785,0.25,"all",0.25
"263","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","9c54c522a386d5ed75686001dae803d9",-3.05866009377934,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","9c54c522a386d5ed75686001dae803d9",1.768,1.785,0.25,"all",0.25
"264","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","c1d9eada909d2d5dbe078f25f1038508",2.79666933412336,2.30904957298123e-09,3.67600692018612e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","","c1d9eada909d2d5dbe078f25f1038508",1.768,1.785,0.25,"all",0.25
"265","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","7ebbb1e6f79a2910951c191a4bf1df66",-1.35707719316957,0.99989021600645,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis","","7ebbb1e6f79a2910951c191a4bf1df66",1.768,1.785,0.25,"all",0.25
"266","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","e33c5576113465ae725d3993fc43738e",2.73942882083057,0.265549085174377,0.888138957137834,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","","e33c5576113465ae725d3993fc43738e",1.768,1.785,0.25,"all",0.25
"267","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","65a75a16ddf0882daec9e72eea3aa180",0.1091000307627,0.576731567409424,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia","","65a75a16ddf0882daec9e72eea3aa180",1.768,1.785,0.25,"all",0.25
"268","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","0ae5531a9802e71139c959faebdde10c",-2.08301717032898,0.996282161581928,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","","0ae5531a9802e71139c959faebdde10c",1.768,1.785,0.25,"all",0.25
"269","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","29f3083d2d8f993bec5a67e7af219321",0.65765154343092,0.375419340197832,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera","","29f3083d2d8f993bec5a67e7af219321",1.768,1.785,0.25,"all",0.25
"270","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","5c21f017407dbb74aea300b42e85dd30",3.06062098095122,0.110367911371655,0.422369506979989,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","uncultured Verrucomicrobia bacterium","5c21f017407dbb74aea300b42e85dd30",1.768,1.785,0.25,"all",0.25
"271","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","6d1e98d3f832801fd27dce78c4d623e2",0.553993661648479,0.468596196595753,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","metagenome","metagenome","6d1e98d3f832801fd27dce78c4d623e2",1.768,1.785,0.25,"all",0.25
"272","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","3d2961d34551d101a985e74adfc1e128",0.924801539693521,0.369555434537481,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Phreatobacter","Ambiguous_taxa","3d2961d34551d101a985e74adfc1e128",1.775,1.795,0.25,"all",0.25
"273","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","c69352f1a000317323fd8841f1007691",3.49030151887631,0.0279058223541733,0.138831466212012,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","c69352f1a000317323fd8841f1007691",1.775,1.795,0.25,"all",0.25
"274","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","4ef19fc863b7ff2cd97e5007547ddf7a",7.21935114113268,2.05175607998919e-07,2.55187162448656e-06,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","","4ef19fc863b7ff2cd97e5007547ddf7a",1.775,1.795,0.25,"all",0.25
"275","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","748289d833e671b4848c77b9443c2034",-2.32820839793607,0.999999924298688,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","","748289d833e671b4848c77b9443c2034",1.778,1.801,0.25,"all",0.25
"276","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","2dd9a81f0dd4c6bac998196fce1c914a",6.46240406135908,0.00417676855738549,0.027251703046548,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium","2dd9a81f0dd4c6bac998196fce1c914a",1.778,1.801,0.25,"all",0.25
"277","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","6daaa6b7c7dc9582224e92c5d7d47c5d",6.97245877337073,2.03301179287252e-05,0.000207471459888016,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","","6daaa6b7c7dc9582224e92c5d7d47c5d",1.778,1.801,0.25,"all",0.25
"278","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","00feb692689d706370ba89503e9ae97e",-3.68650143181843,0.949751989987309,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","metagenome","00feb692689d706370ba89503e9ae97e",1.778,1.801,0.25,"all",0.25
"279","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","d2af52fc6f48ab4d05c96dad9527d8a2",-5.20021598943757,0.999960486614087,1,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","","","d2af52fc6f48ab4d05c96dad9527d8a2",1.785,1.807,0.25,"all",0.25
"280","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","1c2b8892a0d7f828d72808cd01cfd199",0.167882407503782,0.542651068436663,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","","1c2b8892a0d7f828d72808cd01cfd199",1.785,1.807,0.25,"all",0.25
"281","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","3fa2974b1f70109275811beb1ae321c9",1.81592736417158,4.6157247501131e-08,6.33468431222419e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudoxanthobacter","Ambiguous_taxa","3fa2974b1f70109275811beb1ae321c9",1.785,1.807,0.25,"all",0.25
"282","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","cf3381318906e1e08f58bca905636dc0",1.83450383093469,9.03389751813342e-13,1.99749511789839e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","cf3381318906e1e08f58bca905636dc0",1.785,1.807,0.25,"all",0.25
"283","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","d5c62883f6e56836e55aefb9a15623a5",-10.6049255088767,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elstera","Ambiguous_taxa","d5c62883f6e56836e55aefb9a15623a5",1.785,1.807,0.25,"all",0.25
"284","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","d94c20c00db235bb6fccc68f06f100c7",-6.80321559088753,0.999999995516579,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","","d94c20c00db235bb6fccc68f06f100c7",1.785,1.807,0.25,"all",0.25
"285","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","740d9b2ea5713119fec5849936b9128b",0.186805471587633,0.605991276172109,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio","Ambiguous_taxa","740d9b2ea5713119fec5849936b9128b",1.785,1.807,0.25,"all",0.25
"286","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","ca2b23c1b70c9034ea6412255f88eb7f",-6.59078730010505,0.999999959943242,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","Ambiguous_taxa","ca2b23c1b70c9034ea6412255f88eb7f",1.785,1.807,0.25,"all",0.25
"287","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","a6db2d87f1e7a32216e5041a1920f12e",3.13524162674833,5.07516898596846e-16,1.68326438034621e-14,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","Nannocystis sp.","a6db2d87f1e7a32216e5041a1920f12e",1.785,1.807,0.25,"all",0.25
"288","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","8215c539c392e8fc631e1d5cddeac7da",-5.97405141432793,0.999999211989016,1,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome","8215c539c392e8fc631e1d5cddeac7da",1.785,1.807,0.25,"all",0.25
"289","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","efbe1f58b1e2984ddc53a64f047d94ff",-2.19495063125201,0.999999999999978,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium","","efbe1f58b1e2984ddc53a64f047d94ff",1.785,1.807,0.25,"all",0.25
"290","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","07eb166d091e1aebe641105881f4f2d3",-9.81543426723295,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","","07eb166d091e1aebe641105881f4f2d3",1.785,1.807,0.25,"all",0.25
"291","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","137dc661fa672b506fd805198510edf9",-8.35579770158494,0.999999999999548,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ampullimonas","Ambiguous_taxa","137dc661fa672b506fd805198510edf9",1.785,1.807,0.25,"all",0.25
"292","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","27af011f1ebcc0867bb168193e6a9d27",3.98614444520637,1.47473792013216e-32,1.1738913844252e-30,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","27af011f1ebcc0867bb168193e6a9d27",1.785,1.807,0.25,"all",0.25
"293","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","d295b9a63b6148b9f4663819da1c914b",-10.081855639094,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter","","d295b9a63b6148b9f4663819da1c914b",1.785,1.807,0.25,"all",0.25
"294","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","29b2870e522fa2d0b60ae25278a57c5b",-6.8017909249336,0.999999995838854,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","","","","29b2870e522fa2d0b60ae25278a57c5b",1.785,1.807,0.25,"all",0.25
"295","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","a57e8133deb4fc1a6cbeaac02d482d8f",-3.87329845487546,0.958714543169478,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Ambiguous_taxa","a57e8133deb4fc1a6cbeaac02d482d8f",1.785,1.807,0.25,"all",0.25
"296","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","1150ffee0aeccec6c81efe5c5fd8a2b4",-4.0201875197984,0.968343267586404,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","","1150ffee0aeccec6c81efe5c5fd8a2b4",1.785,1.807,0.25,"all",0.25
"297","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","5ed8f8f3a98e669d81b30c56825e0870",5.05181916567218,8.46243160755141e-91,3.36804777980546e-88,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera","uncultured Desulfococcus sp.","5ed8f8f3a98e669d81b30c56825e0870",1.785,1.807,0.25,"all",0.25
"298","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","2385de7fae2f46cd967304ba322e587b",6.90810290399757,0.0144776063293902,0.0847365782220191,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus","uncultured bacterium","2385de7fae2f46cd967304ba322e587b",1.785,1.807,0.25,"all",0.25
"299","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","98f53519513214e968c569829a1471bb",2.43064726822478,0.0438997912961207,0.208001392093524,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","98f53519513214e968c569829a1471bb",1.795,1.813,0.25,"all",0.25
"300","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","801efb14d6457f799fd2becee6d07b72",4.51224189571213,3.95793400931023e-15,1.12518409693248e-13,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","","801efb14d6457f799fd2becee6d07b72",1.795,1.813,0.25,"all",0.25
"301","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","705df1f2043b0f52e695812e5fea7b10",6.6735592415187,0.0265037691478255,0.13391571225924,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","","705df1f2043b0f52e695812e5fea7b10",1.795,1.813,0.25,"all",0.25
"302","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","c1aff5b39b852ad01c74231c921af653",-5.11122460642161,0.983928530079267,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","","","c1aff5b39b852ad01c74231c921af653",1.795,1.813,0.25,"all",0.25
"303","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","e657907312415da47ee5d5a4796a675a",-4.92531761976564,0.966556696187292,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium","e657907312415da47ee5d5a4796a675a",1.795,1.813,0.25,"all",0.25
"304","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","78c20e329a7b47d11c13171c92a1aad2",-4.50961842362451,0.962431213916865,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","","78c20e329a7b47d11c13171c92a1aad2",1.795,1.813,0.25,"all",0.25
"305","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","e739dae8872120bd9c58ff3f4afc28b3",-4.95051140649943,0.980409942518814,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29","e739dae8872120bd9c58ff3f4afc28b3",1.795,1.813,0.25,"all",0.25
"306","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","529768d439b63fc1fd2991f7c6ea2071",-6.7062891894251,0.999999972560533,1,"Bacteria","","","","","","","529768d439b63fc1fd2991f7c6ea2071",1.768,1.785,0.25,"all",0.25
"307","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","d2af52fc6f48ab4d05c96dad9527d8a2",-5.65933889765255,0.999809650102512,1,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","","","d2af52fc6f48ab4d05c96dad9527d8a2",1.768,1.785,0.25,"all",0.25
"308","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","36dae39c87c9e05e2a808f08e5b671ce",-3.50987883081348,0.830319306103522,1,"Bacteria","Planctomycetes","vadinHA49","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","36dae39c87c9e05e2a808f08e5b671ce",1.768,1.785,0.25,"all",0.25
"309","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","520c7e89d0c7c72e7d85eed29aaedb70",-6.9251644937837,0.999999993295266,1,"Bacteria","Planctomycetes","OM190","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","520c7e89d0c7c72e7d85eed29aaedb70",1.768,1.785,0.25,"all",0.25
"310","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","0893f5bbbc8d21217aa590338706fe49",-4.85460378165067,0.958161660968824,1,"Bacteria","Planctomycetes","OM190","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","0893f5bbbc8d21217aa590338706fe49",1.768,1.785,0.25,"all",0.25
"311","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","6310bd545c25bc818bce75d76bc259a1",5.30254812050397,0.0560072566548045,0.266566183572234,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","metagenome","6310bd545c25bc818bce75d76bc259a1",1.768,1.785,0.25,"all",0.25
"312","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","0b14e620eaf821bbcda03dab23440064",5.62037802098193,0.026169480431855,0.1513803791135,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","Ambiguous_taxa","0b14e620eaf821bbcda03dab23440064",1.768,1.785,0.25,"all",0.25
"313","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","af27577de5edb10c09f7fc19b9ca45ca",-4.1095457621267,0.866615711730078,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","","af27577de5edb10c09f7fc19b9ca45ca",1.768,1.785,0.25,"all",0.25
"314","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","d829bee4984f82ffc2453212157caf96",4.71356189943584,0.128357033119635,0.530354334648161,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","","d829bee4984f82ffc2453212157caf96",1.768,1.785,0.25,"all",0.25
"315","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","1583d8af9fd9cb078f88c0e1a8b8a888",1.40166844233282,0.00027869778382595,0.00249500873139422,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter","Ambiguous_taxa","1583d8af9fd9cb078f88c0e1a8b8a888",1.768,1.785,0.25,"all",0.25
"316","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","cf3381318906e1e08f58bca905636dc0",2.23116582267685,3.35838014297648e-28,9.71346872122427e-27,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","cf3381318906e1e08f58bca905636dc0",1.768,1.785,0.25,"all",0.25
"317","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","98f53519513214e968c569829a1471bb",3.8787064349036,0.00135047664193632,0.0103628411707767,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","98f53519513214e968c569829a1471bb",1.768,1.785,0.25,"all",0.25
"318","(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')","a5e4fa1c4fdfceff6877d2ba21ae0b91",8.88645777007357,8.0185266689485e-12,9.7256968629827e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia","","a5e4fa1c4fdfceff6877d2ba21ae0b91",1.768,1.785,0.25,"all",0.25
