"",".id","OTU","log2FoldChange","p","padj","Kingdom","Phyla","Class","Order","Family","Genus","Species","Strain","density_min","density_max","sparsity_threshold","sparsity_apply","l2fc_threshold"
"97","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","3fa2974b1f70109275811beb1ae321c9",2.80979849060114,3.97454436509349e-13,1.15261786587711e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudoxanthobacter","Ambiguous_taxa","3fa2974b1f70109275811beb1ae321c9",1.795,1.813,0.1,"all",0.25
"98","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","cf3381318906e1e08f58bca905636dc0",1.82555754918293,9.32808888914047e-06,0.000101442966669403,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","cf3381318906e1e08f58bca905636dc0",1.795,1.813,0.1,"all",0.25
"99","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","d5c62883f6e56836e55aefb9a15623a5",-0.359902319610552,0.881588498033678,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elstera","Ambiguous_taxa","d5c62883f6e56836e55aefb9a15623a5",1.795,1.813,0.1,"all",0.25
"100","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","801efb14d6457f799fd2becee6d07b72",3.07282216465961,0.000381481423807562,0.00301717126102345,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","","801efb14d6457f799fd2becee6d07b72",1.795,1.813,0.1,"all",0.25
"101","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","748289d833e671b4848c77b9443c2034",0.729214616249002,0.313641626960794,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","","748289d833e671b4848c77b9443c2034",1.795,1.813,0.1,"all",0.25
"102","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","f1e34308d952529287ada31976faec95",1.41574805816597,0.234193476798267,0.898889668299232,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12","","f1e34308d952529287ada31976faec95",1.795,1.813,0.1,"all",0.25
"103","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","8b1b6b50ee8e9d52ac980948823b441f",1.21424472926322,0.268303924522504,1,"Bacteria","Bacteroidetes","Rhodothermia","Balneolales","Balneolaceae","uncultured bacterium","uncultured bacterium","8b1b6b50ee8e9d52ac980948823b441f",1.795,1.813,0.1,"all",0.25
"104","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","efbe1f58b1e2984ddc53a64f047d94ff",2.24650962070779,2.92681217360059e-37,3.81948988654877e-35,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium","","efbe1f58b1e2984ddc53a64f047d94ff",1.795,1.813,0.1,"all",0.25
"105","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","87a918f2af94ff451dd1f9ada0c46ecb",-3.29374083922641,0.799991199146428,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis","","87a918f2af94ff451dd1f9ada0c46ecb",1.795,1.813,0.1,"all",0.25
"106","(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45')","ae88f77525a7096df7c0d9c6ede9f846",-3.94649885723106,0.840621637423726,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","","ae88f77525a7096df7c0d9c6ede9f846",1.795,1.813,0.1,"all",0.25
"107","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","529768d439b63fc1fd2991f7c6ea2071",-1.60798188273903,0.989821016795488,1,"Bacteria","","","","","","","529768d439b63fc1fd2991f7c6ea2071",1.768,1.785,0.1,"all",0.25
"108","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","520c7e89d0c7c72e7d85eed29aaedb70",-1.86215584751727,0.968373940110721,1,"Bacteria","Planctomycetes","OM190","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","520c7e89d0c7c72e7d85eed29aaedb70",1.768,1.785,0.1,"all",0.25
"109","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","6310bd545c25bc818bce75d76bc259a1",4.65903082823446,0.110203355074207,0.448916608169932,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","metagenome","6310bd545c25bc818bce75d76bc259a1",1.768,1.785,0.1,"all",0.25
"110","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","1583d8af9fd9cb078f88c0e1a8b8a888",0.113421153981223,0.714369613071777,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter","Ambiguous_taxa","1583d8af9fd9cb078f88c0e1a8b8a888",1.768,1.785,0.1,"all",0.25
"111","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","9e26dc7c6642e4bf724f8d376d56a973",-0.928658767264229,0.992794687785422,1,"Bacteria","Proteobacteria","Alphaproteobacteria","","","","","9e26dc7c6642e4bf724f8d376d56a973",1.768,1.785,0.1,"all",0.25
"112","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","936f76885e2ff79dde9adf042e7d4617",0.264311606863465,0.495198354239159,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","","936f76885e2ff79dde9adf042e7d4617",1.768,1.785,0.1,"all",0.25
"113","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","1083eb67a7140dca982f34e3968117a3",-1.04817315041081,0.990975190588266,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","","1083eb67a7140dca982f34e3968117a3",1.768,1.785,0.1,"all",0.25
"114","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","d94c20c00db235bb6fccc68f06f100c7",0.897538155273954,0.288857301863447,0.975774056294815,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","","d94c20c00db235bb6fccc68f06f100c7",1.768,1.785,0.1,"all",0.25
"115","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","63413adbe8227f80412e824dffac1f5a",-0.838993575455249,0.999942536572554,1,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12 marine group","uncultured bacterium","uncultured bacterium","63413adbe8227f80412e824dffac1f5a",1.768,1.785,0.1,"all",0.25
"116","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","f1e34308d952529287ada31976faec95",1.2184249963266,0.0487359891532448,0.221233813090965,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12","","f1e34308d952529287ada31976faec95",1.768,1.785,0.1,"all",0.25
"117","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","8b1b6b50ee8e9d52ac980948823b441f",1.78912497905571,0.00629419306639709,0.037095563391319,"Bacteria","Bacteroidetes","Rhodothermia","Balneolales","Balneolaceae","uncultured bacterium","uncultured bacterium","8b1b6b50ee8e9d52ac980948823b441f",1.768,1.785,0.1,"all",0.25
"118","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","3e5cc4006667756b128e551a166d5861",-0.283938657231759,0.737538336659054,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Oceanobacter","","3e5cc4006667756b128e551a166d5861",1.768,1.785,0.1,"all",0.25
"119","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","1e5252f7f059d825508ebf3880dffd92",1.61904209939994,0.367339426800301,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","1e5252f7f059d825508ebf3880dffd92",1.768,1.785,0.1,"all",0.25
"120","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","a7d9ac24cf597a17e98e400931d90089",-0.346737143714642,0.761606204958684,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","","a7d9ac24cf597a17e98e400931d90089",1.768,1.785,0.1,"all",0.25
"121","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","83c246c4ed456dea2a15d054f16009b3",4.71277549232091,4.43640264718924e-38,6.1444176663571e-36,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","","83c246c4ed456dea2a15d054f16009b3",1.768,1.785,0.1,"all",0.25
"122","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","07eb166d091e1aebe641105881f4f2d3",-2.03282957402081,0.999999986614348,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Zoogloea","","07eb166d091e1aebe641105881f4f2d3",1.768,1.785,0.1,"all",0.25
"123","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","7af6ae689696e9ea838fbb88ee9afb78",4.44447616451782,0.000513069536327411,0.00418000769302038,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Dechloromonas","","7af6ae689696e9ea838fbb88ee9afb78",1.768,1.785,0.1,"all",0.25
"124","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","acc9603a819dc23a606ac6c1b9105b6d",3.35445266264313,1.0230778216763e-15,2.57629596913031e-14,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","","","acc9603a819dc23a606ac6c1b9105b6d",1.768,1.785,0.1,"all",0.25
"125","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","e416d0916760d2fc17b616e2ac3ad855",-0.879991179497483,0.996121808980523,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","","e416d0916760d2fc17b616e2ac3ad855",1.768,1.785,0.1,"all",0.25
"126","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","1e104b993416995498346089f57fd3bf",0.508377587133411,0.285694410878628,0.975774056294815,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilus","","1e104b993416995498346089f57fd3bf",1.768,1.785,0.1,"all",0.25
"127","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","137dc661fa672b506fd805198510edf9",-5.50412458039252,0.999999974826366,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ampullimonas","Ambiguous_taxa","137dc661fa672b506fd805198510edf9",1.768,1.785,0.1,"all",0.25
"128","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","aee83626bf99f96165a5c90cc9511595",1.60373005879134,0.179078003943811,0.667045910009108,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","aee83626bf99f96165a5c90cc9511595",1.768,1.785,0.1,"all",0.25
"129","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","9c54c522a386d5ed75686001dae803d9",-1.24425578075047,0.998652154820742,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","9c54c522a386d5ed75686001dae803d9",1.768,1.785,0.1,"all",0.25
"130","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","c1d9eada909d2d5dbe078f25f1038508",2.70264112404826,0.000423056418171715,0.00355110993435046,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","","c1d9eada909d2d5dbe078f25f1038508",1.768,1.785,0.1,"all",0.25
"131","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","7ebbb1e6f79a2910951c191a4bf1df66",-1.04624794061306,0.869264967934186,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis","","7ebbb1e6f79a2910951c191a4bf1df66",1.768,1.785,0.1,"all",0.25
"132","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","29b2870e522fa2d0b60ae25278a57c5b",-4.09116623551054,0.999993591600441,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","","","","29b2870e522fa2d0b60ae25278a57c5b",1.768,1.785,0.1,"all",0.25
"133","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","0ae5531a9802e71139c959faebdde10c",-1.95264797346078,0.970104493828096,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","","0ae5531a9802e71139c959faebdde10c",1.768,1.785,0.1,"all",0.25
"134","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","29f3083d2d8f993bec5a67e7af219321",0.659208193266952,0.361751637907574,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera","","29f3083d2d8f993bec5a67e7af219321",1.768,1.785,0.1,"all",0.25
"135","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","5c21f017407dbb74aea300b42e85dd30",2.69652078855472,0.0345693861295742,0.169112755019785,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus","uncultured Verrucomicrobia bacterium","5c21f017407dbb74aea300b42e85dd30",1.768,1.785,0.1,"all",0.25
"136","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","af27577de5edb10c09f7fc19b9ca45ca",-4.07048715243141,0.878877864764315,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","","af27577de5edb10c09f7fc19b9ca45ca",1.775,1.795,0.1,"all",0.25
"137","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","98f53519513214e968c569829a1471bb",1.48642608663175,0.0761375336830864,0.31665367073662,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","98f53519513214e968c569829a1471bb",1.775,1.795,0.1,"all",0.25
"138","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","748289d833e671b4848c77b9443c2034",-0.242407564557805,0.910234202897982,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","","748289d833e671b4848c77b9443c2034",1.775,1.795,0.1,"all",0.25
"139","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","21d05aac8070d05f493325ca352fde48",4.43537393068359,0.127325704999847,0.503846004070824,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola sp. YS 1.2.4","21d05aac8070d05f493325ca352fde48",1.775,1.795,0.1,"all",0.25
"140","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","eb79af3a1a9aa989f04b9161f7cfbcd5",6.19963172083287,0.0512467975966268,0.2218025458479,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis","","eb79af3a1a9aa989f04b9161f7cfbcd5",1.775,1.795,0.1,"all",0.25
"141","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","e657907312415da47ee5d5a4796a675a",-4.15176840978292,0.999776172966755,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium","e657907312415da47ee5d5a4796a675a",1.775,1.795,0.1,"all",0.25
"142","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","cf3381318906e1e08f58bca905636dc0",1.81095787284874,1.81196127360599e-38,5.0191327278886e-36,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","","cf3381318906e1e08f58bca905636dc0",1.778,1.801,0.1,"all",0.25
"143","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","740d9b2ea5713119fec5849936b9128b",0.184763021872344,0.60140858375758,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio","Ambiguous_taxa","740d9b2ea5713119fec5849936b9128b",1.778,1.801,0.1,"all",0.25
"144","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","27af011f1ebcc0867bb168193e6a9d27",3.38649426556795,0.000809454095985559,0.00590049433126316,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","","","27af011f1ebcc0867bb168193e6a9d27",1.778,1.801,0.1,"all",0.25
"145","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","5ed8f8f3a98e669d81b30c56825e0870",2.92003668237193,1.20285288592089e-14,2.37993035285776e-13,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera","uncultured Desulfococcus sp.","5ed8f8f3a98e669d81b30c56825e0870",1.778,1.801,0.1,"all",0.25
"146","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","ae88f77525a7096df7c0d9c6ede9f846",-4.17589592755401,0.885012575497449,1,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","","ae88f77525a7096df7c0d9c6ede9f846",1.778,1.801,0.1,"all",0.25
"147","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","3fec7111a2c9db0a8a26836e192eb914",9.51547318078032,0.00540263417401929,0.034803015493101,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","","3fec7111a2c9db0a8a26836e192eb914",1.785,1.807,0.1,"all",0.25
"148","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","04ecfad5772d2e09a84a0f5ef460536c",9.08465306238649,0.00756198337668987,0.0427483550070019,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","","04ecfad5772d2e09a84a0f5ef460536c",1.785,1.807,0.1,"all",0.25
"149","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","b75e2ef0e905fa22619b60098e918ee3",0.102907714456765,0.52956293551095,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","","b75e2ef0e905fa22619b60098e918ee3",1.785,1.807,0.1,"all",0.25
"150","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","84ea3564fd34c5377c4305b340f0c16f",-3.6724995954646,0.856483317234277,1,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III","","","84ea3564fd34c5377c4305b340f0c16f",1.785,1.807,0.1,"all",0.25
"151","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","fb2dab56bf8047ade734c2fceccb49e4",-2.35642716513939,0.759806435645102,1,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III","","","fb2dab56bf8047ade734c2fceccb49e4",1.785,1.807,0.1,"all",0.25
"152","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","ca2b23c1b70c9034ea6412255f88eb7f",-6.12896113596574,0.999999560736161,1,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","Ambiguous_taxa","ca2b23c1b70c9034ea6412255f88eb7f",1.785,1.807,0.1,"all",0.25
"153","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","a6db2d87f1e7a32216e5041a1920f12e",3.84811136735514,3.85013500161749e-12,6.27345526734143e-11,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","Nannocystis sp.","a6db2d87f1e7a32216e5041a1920f12e",1.785,1.807,0.1,"all",0.25
"154","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","8215c539c392e8fc631e1d5cddeac7da",-5.51367923838931,0.999993167271354,1,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome","8215c539c392e8fc631e1d5cddeac7da",1.785,1.807,0.1,"all",0.25
"155","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","0606870e7caf9d39f42f23dff84c6190",-0.158619634298271,0.543409559249057,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","0606870e7caf9d39f42f23dff84c6190",1.785,1.807,0.1,"all",0.25
"156","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","79dd8858e8f7f68455b807ef496bbc24",-6.53342958644423,0.99999998305704,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Aquaspirillaceae","Rivicola","Ambiguous_taxa","79dd8858e8f7f68455b807ef496bbc24",1.785,1.807,0.1,"all",0.25
"157","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","d295b9a63b6148b9f4663819da1c914b",-9.66506859475017,1,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter","","d295b9a63b6148b9f4663819da1c914b",1.785,1.807,0.1,"all",0.25
"158","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","3fa2974b1f70109275811beb1ae321c9",3.04633815919468,4.14227071459316e-15,9.56174156618588e-14,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudoxanthobacter","Ambiguous_taxa","3fa2974b1f70109275811beb1ae321c9",1.795,1.813,0.1,"all",0.25
"159","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","d5c62883f6e56836e55aefb9a15623a5",-3.46727524100589,0.999999584940331,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Elstera","Ambiguous_taxa","d5c62883f6e56836e55aefb9a15623a5",1.795,1.813,0.1,"all",0.25
"160","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","801efb14d6457f799fd2becee6d07b72",4.30269242240017,1.40987994978762e-07,1.69798585257031e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","","801efb14d6457f799fd2becee6d07b72",1.795,1.813,0.1,"all",0.25
"161","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","9d5fa8335722caf15c7501355831afdd",6.79681231718086,0.0562745513750875,0.239816165090758,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured bacterium","9d5fa8335722caf15c7501355831afdd",1.795,1.813,0.1,"all",0.25
"162","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","d4cc0a095dd016823ef8c5ad567c91fd",7.99704773477846,0.0251223527672271,0.126525303936762,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","Ambiguous_taxa","d4cc0a095dd016823ef8c5ad567c91fd",1.795,1.813,0.1,"all",0.25
"163","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","efbe1f58b1e2984ddc53a64f047d94ff",1.06686090798411,0.00792299367769184,0.0438933849744128,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium","","efbe1f58b1e2984ddc53a64f047d94ff",1.795,1.813,0.1,"all",0.25
"164","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","87a918f2af94ff451dd1f9ada0c46ecb",-3.94336383031167,0.84035590712159,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Methyloversatilis","","87a918f2af94ff451dd1f9ada0c46ecb",1.795,1.813,0.1,"all",0.25
"165","(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')","65a75a16ddf0882daec9e72eea3aa180",0.305785375528598,0.492426416703732,1,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia","","65a75a16ddf0882daec9e72eea3aa180",1.795,1.813,0.1,"all",0.25
"166","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","520c7e89d0c7c72e7d85eed29aaedb70",-1.66299018739946,0.999999939248552,1,"Bacteria","Planctomycetes","OM190","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","520c7e89d0c7c72e7d85eed29aaedb70",1.768,1.785,0.1,"all",0.25
"167","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","6310bd545c25bc818bce75d76bc259a1",7.38490578375643,1.90516128276123e-08,1.62573762795625e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","metagenome","6310bd545c25bc818bce75d76bc259a1",1.768,1.785,0.1,"all",0.25
"168","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","1583d8af9fd9cb078f88c0e1a8b8a888",-0.767649419597029,0.999999999399512,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter","Ambiguous_taxa","1583d8af9fd9cb078f88c0e1a8b8a888",1.768,1.785,0.1,"all",0.25
"169","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","a5e4fa1c4fdfceff6877d2ba21ae0b91",5.07635327959774,0.0981688226373548,0.353960825283984,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia","","a5e4fa1c4fdfceff6877d2ba21ae0b91",1.768,1.785,0.1,"all",0.25
"170","(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')","9e26dc7c6642e4bf724f8d376d56a973",-2.60617992116719,1,1,"Bacteria","Proteobacteria","Alphaproteobacteria","","","","","9e26dc7c6642e4bf724f8d376d56a973",1.768,1.785,0.1,"all",0.25
