"",".id","perm_id","sample.x","distance","Replicate.x","IS__CONTROL.x","BD_min.x","BD_max.x","BD_range.x","perc_overlap","n_over_fracs","wmean_dist","wmean_dist_CI_low_global","wmean_dist_CI_high_global","wmean_dist_CI_low","wmean_dist_CI_high","Treatment","BD_shift","window"
"16","(Treatment=='12MC2' & TP=='72.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.0940136631900002,1,TRUE,1.795,1.801,0.00600000000000001,49.9999999999982,2,0.107083145904083,0.0102831037427335,0.0425148319951485,0.0188323224015017,0.0520730369338901,"(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"17","(Treatment=='12MC2' & TP=='72.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.082613740711865,1,TRUE,1.801,1.807,0.00600000000000001,49.9999999999982,2,0.096222718795823,0.0102831037427335,0.0425148319951485,0.00823689038546584,0.0401618986571464,"(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"18","(Treatment=='12MC2' & TP=='72.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC207",0.0945018929474907,1,TRUE,1.807,1.813,0.00600000000000001,66.6666666666667,1,0.0945018929474907,0.0102831037427335,0.0425148319951485,0.0167063985889434,0.0399642686657475,"(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"19","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC215",0.0973815642781408,1,TRUE,1.746,1.757,0.0109999999999999,63.6363636363633,2,0.0940378524259278,0.00927259175708789,0.0387249893432912,0.0256360029514809,0.0433820284318387,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"20","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC214",0.106456740914468,1,TRUE,1.757,1.764,0.00700000000000012,42.8571428571438,2,0.0944716320942256,0.00927259175708789,0.0387249893432912,0.0134722670540064,0.0306200567116624,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"21","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC213",0.118061014385841,1,TRUE,1.764,1.775,0.0109999999999999,63.6363636363633,2,0.113294147613174,0.00927259175708789,0.0387249893432912,0.0202618637327413,0.0429670776770702,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"22","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC212",0.121794718699309,1,TRUE,1.775,1.778,0.00300000000000011,100,1,0.121794718699309,0.00927259175708789,0.0387249893432912,0.0205766480999935,0.0381135937262912,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"23","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC211",0.128133134669046,1,TRUE,1.778,1.785,0.0069999999999999,42.857142857142,2,0.125582227666814,0.00927259175708789,0.0387249893432912,0.010391045419942,0.0200842904310108,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"24","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC210",0.150578513445891,1,TRUE,1.785,1.795,0.01,40,2,0.139493156210873,0.00927259175708789,0.0387249893432912,0.00754748613252109,0.022230572681548,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"25","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.153655504454912,1,TRUE,1.795,1.801,0.00600000000000001,49.9999999999982,2,0.146075027983611,0.00927259175708789,0.0387249893432912,0.0132223135071255,0.0372587627647648,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"26","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.153410228862735,1,TRUE,1.801,1.807,0.00600000000000001,49.9999999999982,2,0.161539083618357,0.00927259175708789,0.0387249893432912,0.00876369906353085,0.0276614945892239,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"27","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC207",0.16499444087558,1,TRUE,1.807,1.813,0.00600000000000001,66.6666666666667,1,0.16499444087558,0.00927259175708789,0.0387249893432912,0.0198081452589528,0.0302483150754436,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"28","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC215",0.0963487545808198,1,TRUE,1.746,1.757,0.0109999999999999,100,1,0.0963487545808198,0.0123922629943124,0.0384400134160673,0.0268949657389366,0.0390348171029043,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
