"",".id","perm_id","sample.x","distance","Replicate.x","IS__CONTROL.x","BD_min.x","BD_max.x","BD_range.x","perc_overlap","n_over_fracs","wmean_dist","wmean_dist_CI_low_global","wmean_dist_CI_high_global","wmean_dist_CI_low","wmean_dist_CI_high","Treatment","BD_shift","window"
"26","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.153410228862735,1,TRUE,1.801,1.807,0.00600000000000001,49.9999999999982,2,0.161539083618357,0.0107914362243468,0.0389099650627328,0.009602205302435,0.0363681024701921,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"27","(Treatment=='14MC2' & TP=='120.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC207",0.16499444087558,1,TRUE,1.807,1.813,0.00600000000000001,66.6666666666667,1,0.16499444087558,0.0107914362243468,0.0389099650627328,0.0187162138645047,0.0374665587104095,"(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"28","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC215",0.0963487545808198,1,TRUE,1.746,1.757,0.0109999999999999,100,1,0.0963487545808198,0.0103991853623094,0.0410588275998744,0.0218744992891784,0.041256264572282,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"29","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC214",0.108405689890035,1,TRUE,1.757,1.764,0.00700000000000012,100,1,0.108405689890035,0.0103991853623094,0.0410588275998744,0.013046583421579,0.0294779625058681,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"30","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC213",0.155144621856341,1,TRUE,1.764,1.775,0.0109999999999999,36.3636363636367,2,0.137883549024142,0.0103991853623094,0.0410588275998744,0.0180227150625574,0.0410305200470023,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"31","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC212",0.140437573691949,1,TRUE,1.775,1.778,0.00300000000000011,100,1,0.140437573691949,0.0103991853623094,0.0410588275998744,0.0219493775654601,0.0366082329000478,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"32","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC211",0.150102618899286,1,TRUE,1.778,1.785,0.0069999999999999,100,1,0.150102618899286,0.0103991853623094,0.0410588275998744,0.0113174020483435,0.0261534041134601,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"33","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC210",0.176928930122896,1,TRUE,1.785,1.795,0.01,100,1,0.176928930122896,0.0103991853623094,0.0410588275998744,0.00730907538612568,0.0344784937564275,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"34","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.174619738139399,1,TRUE,1.795,1.801,0.00600000000000001,100,1,0.174619738139399,0.0103991853623094,0.0410588275998744,0.0167664768388664,0.0496757255718801,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"35","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.190714396834384,1,TRUE,1.801,1.807,0.00600000000000001,16.6666666666648,1,0.190714396834384,0.0103991853623094,0.0410588275998744,0.00725485953219994,0.0389819000568609,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
